UnitName,PointName,Latitude,Longitude,SegmentL,SDate,Visit,SpeciesCode,SAgeID,PassCount1,PassCount2,PassCount3,Depth1,Depth2,Depth3,WaterPresent,SiltClay,Sand,Gravel,Pebble,Cobble,Boulder,Bedrock,Artificial,Detritus,LengthPool,LengthRun,LengthRiffle,Width1,Width2,Width3,FishPresent,CrayfishPresent,pH,Conductivity,WaterTemp,StartAirTemp,StartWaterTemp
C & O Canal National Historic Park,COST39-1,38.9889444,-77.2293055,15m,6/29/15,1,EBIS,adult,0,1,0,2,4,4,Y,3,3,NULL,19,NULL,NULL,NULL,NULL,75,0,0,15,78,104,220,N,Y,7.5,211,NULL,23.9,14.6
C & O Canal National Historic Park,COST39-1,38.9889444,-77.2293055,15m,6/20/16,1,DFUS,adult,1,1,0,3.9,2,2.2,Y,4,3,NULL,1,4,NULL,NULL,NULL,88,0,1,14,52,109,98,N,Y,5.9,210,NULL,28.9,16.8
C & O Canal National Historic Park,COST39-1,38.9889444,-77.2293055,15m,7/22/16,2,DFUS,adult,4,0,1,2.4,1.6,2.1,Y,9,2,8,1,NULL,NULL,NULL,NULL,77,0,13,2,31,55,110,N,Y,7.1,271,NULL,26.7,16.9
C & O Canal National Historic Park,COST39-1,38.9889444,-77.2293055,15m,7/22/16,2,DFUS,juvenile,2,3,0,2.4,1.6,2.1,Y,9,2,8,1,NULL,NULL,NULL,NULL,77,0,13,2,31,55,110,N,Y,7.1,271,NULL,26.7,16.9
C & O Canal National Historic Park,COST39-1,38.9889444,-77.2293055,15m,7/26/17,1,DFUS,juvenile,8,3,0,1.1,1,3.5,Y,2,2,1,1,1,NULL,NULL,NULL,87,0,1,14,77,126,117,N,Y,6.6,250,NULL,25.5,20.5
C & O Canal National Historic Park,COST39-1,38.9889444,-77.2293055,15m,7/26/17,1,DFUS,adult,7,2,1,1.1,1,3.5,Y,2,2,1,1,1,NULL,NULL,NULL,87,0,1,14,77,126,117,N,Y,6.6,250,NULL,25.5,20.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/30/05,1,DFUS,adult,2,0,0,4,1,2,Y,15,45,3,NULL,3,NULL,NULL,NULL,35,1,4,10,22,72,92,N,N,6.21,172,NULL,26.6,14.4
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/30/05,1,EBIS,larva,3,0,0,4,1,2,Y,15,45,3,NULL,3,NULL,NULL,NULL,35,1,4,10,22,72,92,N,N,6.21,172,NULL,26.6,14.4
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/30/05,1,DFUS,juvenile,0,1,0,4,1,2,Y,15,45,3,NULL,3,NULL,NULL,NULL,35,1,4,10,22,72,92,N,N,6.21,172,NULL,26.6,14.4
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/05,2,DFUS,adult,2,NULL,NULL,2,4,4,Y,NULL,47,7,NULL,3,NULL,NULL,NULL,44,1,6,8,140,70,55,N,N,6.31,243,NULL,24.9,12.7
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/05,2,DFUS,juvenile,1,NULL,NULL,2,4,4,Y,NULL,47,7,NULL,3,NULL,NULL,NULL,44,1,6,8,140,70,55,N,N,6.31,243,NULL,24.9,12.7
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/13/06,5,NULL,NULL,NULL,NULL,NULL,2.9,1,2,Y,17,7,NULL,NULL,NULL,NULL,NULL,NULL,76,1,3,11,62,77,93,N,N,5.7,280,NULL,20,12.4
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/14/06,6,DFUS,adult,0,0,1,1.5,2.5,3.5,Y,NULL,49,12,NULL,NULL,NULL,NULL,NULL,40,0,3,12,115,91,87,N,N,5.79,286,NULL,24.2,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/14/06,6,DFUS,juvenile,1,0,1,1.5,2.5,3.5,Y,NULL,49,12,NULL,NULL,NULL,NULL,NULL,40,0,3,12,115,91,87,N,N,5.79,286,NULL,24.2,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/14/06,6,EBIS,larva,0,1,1,1.5,2.5,3.5,Y,NULL,49,12,NULL,NULL,NULL,NULL,NULL,40,0,3,12,115,91,87,N,N,5.79,286,NULL,24.2,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/14/06,6,DFUS,larva,0,0,1,1.5,2.5,3.5,Y,NULL,49,12,NULL,NULL,NULL,NULL,NULL,40,0,3,12,115,91,87,N,N,5.79,286,NULL,24.2,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/1/07,7,DFUS,adult,1,0,0,2.5,2,3,Y,16,1,NULL,NULL,NULL,NULL,NULL,NULL,83,0,2,12,62,67,79,N,N,5.96,129,NULL,25.1,13
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/1/07,7,DFUS,juvenile,1,0,0,2.5,2,3,Y,16,1,NULL,NULL,NULL,NULL,NULL,NULL,83,0,2,12,62,67,79,N,N,5.96,129,NULL,25.1,13
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/10/07,8,DFUS,adult,1,0,0,5,5,4,Y,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,95,0,15,0,105,150,110,N,N,5.48,267,NULL,26.2,17.1
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/10/07,8,EBIS,larva,1,1,0,5,5,4,Y,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,95,0,15,0,105,150,110,N,N,5.48,267,NULL,26.2,17.1
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,5/30/08,1,DFUS,adult,2,1,NULL,2,4.5,2,Y,12,16,NULL,NULL,NULL,NULL,NULL,NULL,69,1,1,13,69,78,77,N,Y,5.76,126,NULL,22.9,13.1
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/30/08,2,DFUS,adult,1,0,NULL,2.5,4,3,Y,33,NULL,NULL,NULL,9,NULL,NULL,NULL,59,NULL,NULL,NULL,44,59,85,N,N,5.33,317,NULL,21.7,13.7
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/3/09,1,DFUS,adult,1,0,NULL,2.5,5.5,2,Y,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,15,92,89,113,N,Y,5.58,288,NULL,22.5,14.8
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/3/09,1,PRUB,larva,0,1,NULL,2.5,5.5,2,Y,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,15,92,89,113,N,Y,5.58,288,NULL,22.5,14.8
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/3/09,1,EBIS,larva,6,2,NULL,2.5,5.5,2,Y,NULL,81,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,15,92,89,113,N,Y,5.58,288,NULL,22.5,14.8
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/3/09,1,NULL,NULL,NULL,NULL,NULL,5,4.5,2,Y,25,23,33,NULL,8,NULL,NULL,NULL,11,1,6,8,42,49,51,N,N,7,152,NULL,20.9,15.6
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/3/10,1,DFUS,juvenile,1,0,NULL,3,3,3.7,Y,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,41,1,NULL,14,77,54,115,N,Y,5.59,-99,NULL,29.9,14.7
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/6/10,2,DFUS,adult,1,1,NULL,2.7,5.6,2.6,Y,NULL,23,34,NULL,NULL,NULL,NULL,NULL,40,2,1,12,43,92,18,N,N,NULL,-99,NULL,26.9,16.9
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/6/10,2,EBIS,larva,2,0,NULL,2.7,5.6,2.6,Y,NULL,23,34,NULL,NULL,NULL,NULL,NULL,40,2,1,12,43,92,18,N,N,NULL,-99,NULL,26.9,16.9
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/22/11,1,NULL,NULL,NULL,NULL,NULL,2,3,1.5,Y,11,7,3,NULL,8,NULL,NULL,NULL,55,2,13,0,109,105,95,N,N,7.4,186,NULL,28,15
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/25/11,2,EBIS,larva,1,0,0,3,3.5,2.5,Y,40,3,7,NULL,NULL,NULL,NULL,NULL,35,0,15,0,83,80,57,N,N,7.5,248,NULL,28.6,19.1
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/25/11,2,DFUS,juvenile,0,1,0,3,3.5,2.5,Y,40,3,7,NULL,NULL,NULL,NULL,NULL,35,0,15,0,83,80,57,N,N,7.5,248,NULL,28.6,19.1
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/20/12,1,DFUS,larva,2,1,0,1,1,0.5,Y,13,28,26,5,NULL,NULL,NULL,NULL,28,0,15,0,70,63,52,N,N,6.4,349,NULL,29.8,13.8
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/12,2,DFUS,adult,1,0,0,1,0.5,1.5,Y,28,13,NULL,3,NULL,NULL,NULL,NULL,56,0,15,0,26,63,10,N,Y,6.6,371,NULL,25.6,14.3
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/12,2,DFUS,juvenile,1,0,0,1,0.5,1.5,Y,28,13,NULL,3,NULL,NULL,NULL,NULL,56,0,15,0,26,63,10,N,Y,6.6,371,NULL,25.6,14.3
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/12,2,EBIS,larva,1,0,1,1,0.5,1.5,Y,28,13,NULL,3,NULL,NULL,NULL,NULL,56,0,15,0,26,63,10,N,Y,6.6,371,NULL,25.6,14.3
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/12,2,PRUB,larva,2,0,0,1,0.5,1.5,Y,28,13,NULL,3,NULL,NULL,NULL,NULL,56,0,15,0,26,63,10,N,Y,6.6,371,NULL,25.6,14.3
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/5/13,1,EBIS,larva,1,1,0,2,1.5,3,Y,8,8,6,1,NULL,NULL,NULL,NULL,77,0,1,14,52,55,49,N,Y,5.9,290,NULL,24.9,13.4
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/5/13,1,EBIS,juvenile,1,0,0,2,1.5,3,Y,8,8,6,1,NULL,NULL,NULL,NULL,77,0,1,14,52,55,49,N,Y,5.9,290,NULL,24.9,13.4
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/5/13,1,PRUB,larva,0,1,0,2,1.5,3,Y,8,8,6,1,NULL,NULL,NULL,NULL,77,0,1,14,52,55,49,N,Y,5.9,290,NULL,24.9,13.4
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,8/2/13,2,EBIS,adult,1,1,0,1.5,1,2.3,Y,15,28,11,2,NULL,NULL,NULL,NULL,44,0,2,13,91,74,62,N,Y,6.1,298,NULL,23.8,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,8/2/13,2,DFUS,juvenile,2,0,0,1.5,1,2.3,Y,15,28,11,2,NULL,NULL,NULL,NULL,44,0,2,13,91,74,62,N,Y,6.1,298,NULL,23.8,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,8/2/13,2,DFUS,adult,3,0,0,1.5,1,2.3,Y,15,28,11,2,NULL,NULL,NULL,NULL,44,0,2,13,91,74,62,N,Y,6.1,298,NULL,23.8,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,8/2/13,2,PRUB,larva,0,0,1,1.5,1,2.3,Y,15,28,11,2,NULL,NULL,NULL,NULL,44,0,2,13,91,74,62,N,Y,6.1,298,NULL,23.8,13.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/18/14,1,EBIS,larva,1,0,1,6,3.8,6.1,Y,8,8,43,7,5,NULL,NULL,NULL,29,1,4,10,44,49,26,N,Y,4.5,170,NULL,25.4,14.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/18/14,1,EBIS,adult,1,0,0,6,3.8,6.1,Y,8,8,43,7,5,NULL,NULL,NULL,29,1,4,10,44,49,26,N,Y,4.5,170,NULL,25.4,14.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/18/14,1,DFUS,juvenile,1,0,1,6,3.8,6.1,Y,8,8,43,7,5,NULL,NULL,NULL,29,1,4,10,44,49,26,N,Y,4.5,170,NULL,25.4,14.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,8/5/14,2,EBIS,larva,1,0,0,2.9,1.6,1.9,Y,12,12,35,3,NULL,NULL,NULL,NULL,38,0,6,9,50,75,32,N,Y,7,220,NULL,25.4,15.6
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,8/5/14,2,PRUB,larva,1,0,0,2.9,1.6,1.9,Y,12,12,35,3,NULL,NULL,NULL,NULL,38,0,6,9,50,75,32,N,Y,7,220,NULL,25.4,15.6
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/29/15,1,DFUS,adult,1,3,2,11,5,6,Y,25,24,NULL,9,1,NULL,NULL,NULL,41,0,0,15,76,85,58,N,Y,7.5,211,NULL,23.9,14.6
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/29/15,1,DFUS,juvenile,1,0,0,11,5,6,Y,25,24,NULL,9,1,NULL,NULL,NULL,41,0,0,15,76,85,58,N,Y,7.5,211,NULL,23.9,14.6
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/29/15,1,EBIS,larva,1,0,0,11,5,6,Y,25,24,NULL,9,1,NULL,NULL,NULL,41,0,0,15,76,85,58,N,Y,7.5,211,NULL,23.9,14.6
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/29/15,1,PRUB,larva,0,1,1,11,5,6,Y,25,24,NULL,9,1,NULL,NULL,NULL,41,0,0,15,76,85,58,N,Y,7.5,211,NULL,23.9,14.6
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/20/16,1,DFUS,adult,3,0,0,3.1,3.2,2.8,Y,7,2,5,1,NULL,NULL,NULL,NULL,54,0,1,14,55,76,30,N,N,5.9,210,NULL,28.9,16.8
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,6/20/16,1,EBIS,adult,1,0,0,3.1,3.2,2.8,Y,7,2,5,1,NULL,NULL,NULL,NULL,54,0,1,14,55,76,30,N,N,5.9,210,NULL,28.9,16.8
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/22/16,2,DFUS,adult,6,3,0,0,0.8,2.3,Y,18,20,5,1,NULL,NULL,NULL,NULL,56,2,2,11,0,7,10,N,Y,7.1,271,NULL,26.7,16.9
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/22/16,2,EBIS,juvenile,1,1,0,0,0.8,2.3,Y,18,20,5,1,NULL,NULL,NULL,NULL,56,2,2,11,0,7,10,N,Y,7.1,271,NULL,26.7,16.9
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/22/16,2,EBIS,larva,4,1,1,0,0.8,2.3,Y,18,20,5,1,NULL,NULL,NULL,NULL,56,2,2,11,0,7,10,N,Y,7.1,271,NULL,26.7,16.9
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/17,1,DFUS,adult,4,1,1,1.2,1.2,2.2,Y,23,2,21,NULL,NULL,NULL,NULL,NULL,36,0,11,4,66,92,19,N,Y,6.6,250,NULL,25.5,20.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/17,1,DFUS,juvenile,1,1,0,1.2,1.2,2.2,Y,23,2,21,NULL,NULL,NULL,NULL,NULL,36,0,11,4,66,92,19,N,Y,6.6,250,NULL,25.5,20.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/17,1,PRUB,larva,1,0,0,1.2,1.2,2.2,Y,23,2,21,NULL,NULL,NULL,NULL,NULL,36,0,11,4,66,92,19,N,Y,6.6,250,NULL,25.5,20.5
C & O Canal National Historic Park,COST39-2,38.9889444,-76.7706945,15m,7/26/17,1,EBIS,larva,0,0,2,1.2,1.2,2.2,Y,23,2,21,NULL,NULL,NULL,NULL,NULL,36,0,11,4,66,92,19,N,Y,6.6,250,NULL,25.5,20.5
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/30/05,1,EBIS,larva,1,NULL,NULL,8.5,4,10,Y,33,63,4,NULL,NULL,NULL,NULL,NULL,NULL,1,4,10,115,130,65,N,U,6.71,128,NULL,26.1,18.4
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/30/05,1,DFUS,larva,1,NULL,NULL,8.5,4,10,Y,33,63,4,NULL,NULL,NULL,NULL,NULL,NULL,1,4,10,115,130,65,N,U,6.71,128,NULL,26.1,18.4
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/26/05,2,EBIS,larva,1,NULL,NULL,3.5,5.5,5,Y,NULL,20,49,4,20,NULL,NULL,NULL,5,3,3,9,53,61,49,N,Y,6.93,125,NULL,24.1,18.6
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/26/05,2,EBIS,juvenile,1,NULL,NULL,3.5,5.5,5,Y,NULL,20,49,4,20,NULL,NULL,NULL,5,3,3,9,53,61,49,N,Y,6.93,125,NULL,24.1,18.6
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/13/06,5,DFUS,adult,2,0,NULL,3.2,7.1,7.5,NULL,28,1,NULL,NULL,NULL,NULL,NULL,NULL,71,0,2,13,70,83,87,N,Y,6.63,164,NULL,19.4,15.7
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/13/06,5,PRUB,larva,0,1,NULL,3.2,7.1,7.5,NULL,28,1,NULL,NULL,NULL,NULL,NULL,NULL,71,0,2,13,70,83,87,N,Y,6.63,164,NULL,19.4,15.7
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/14/06,7,DFUS,adult,1,1,NULL,1.9,6,3,Y,19,54,21,NULL,NULL,NULL,NULL,NULL,5,0,4,11,55,27,35,N,N,6.75,164,NULL,23.2,18.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/14/06,7,DFUS,juvenile,1,2,NULL,1.9,6,3,Y,19,54,21,NULL,NULL,NULL,NULL,NULL,5,0,4,11,55,27,35,N,N,6.75,164,NULL,23.2,18.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/14/06,7,EBIS,larva,0,2,NULL,1.9,6,3,Y,19,54,21,NULL,NULL,NULL,NULL,NULL,5,0,4,11,55,27,35,N,N,6.75,164,NULL,23.2,18.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/14/06,7,EBIS,adult,0,1,NULL,1.9,6,3,Y,19,54,21,NULL,NULL,NULL,NULL,NULL,5,0,4,11,55,27,35,N,N,6.75,164,NULL,23.2,18.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/1/07,7,DFUS,adult,2,1,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U,U,5.96,129,NULL,25.1,13
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/1/07,7,EBIS,larva,2,3,NULL,NULL,NULL,NULL,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,U,U,5.96,129,NULL,25.1,13
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/10/07,8,DFUS,adult,1,0,NULL,4.3,5.4,3.3,Y,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,92,0,0,15,52,67,63,N,N,5.48,267,NULL,26.7,17.1
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/10/07,8,DFUS,juvenile,1,0,NULL,4.3,5.4,3.3,Y,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,92,0,0,15,52,67,63,N,N,5.48,267,NULL,26.7,17.1
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/10/07,8,EBIS,larva,2,2,NULL,4.3,5.4,3.3,Y,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,92,0,0,15,52,67,63,N,N,5.48,267,NULL,26.7,17.1
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,5/30/08,1,EBIS,larva,2,2,NULL,4,8,7.5,Y,NULL,19,13,NULL,NULL,NULL,NULL,NULL,63,1,2,12,50,50,70,N,Y,6.65,157,NULL,23.9,16.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,5/30/08,1,DFUS,adult,1,2,NULL,4,8,7.5,Y,NULL,19,13,NULL,NULL,NULL,NULL,NULL,63,1,2,12,50,50,70,N,Y,6.65,157,NULL,23.9,16.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,5/30/08,1,EBIS,adult,0,1,NULL,4,8,7.5,Y,NULL,19,13,NULL,NULL,NULL,NULL,NULL,63,1,2,12,50,50,70,N,Y,6.65,157,NULL,23.9,16.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/30/08,2,DFUS,adult,2,0,NULL,2,5,7,Y,31,35,4,NULL,NULL,NULL,NULL,NULL,31,1,14,0,57,51,82,N,N,6.47,172,NULL,21,18.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/30/08,2,EBIS,larva,3,1,NULL,2,5,7,Y,31,35,4,NULL,NULL,NULL,NULL,NULL,31,1,14,0,57,51,82,N,N,6.47,172,NULL,21,18.2
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/3/09,1,DFUS,adult,1,0,NULL,5.5,4,5,Y,61,28,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15,68,131,110,N,Y,5.58,288,NULL,22.5,14.8
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/3/09,1,EBIS,larva,1,1,NULL,5.5,4,5,Y,61,28,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,15,68,131,110,N,Y,5.58,288,NULL,22.5,14.8
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/3/09,2,EBIS,larva,2,0,NULL,3,5,5,Y,11,39,31,5,5,NULL,NULL,NULL,9,0,10,5,43,60,40,N,Y,7,152,NULL,20.9,15.6
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/3/10,1,DFUS,adult,1,0,NULL,50,40,83,Y,NULL,55,NULL,23,NULL,NULL,NULL,NULL,22,NULL,NULL,15,105,75,120,Y,N,NULL,-99,NULL,29.6,16.9
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/7/10,2,EBIS,larva,0,1,NULL,2.7,3.2,4,Y,NULL,41,NULL,44,NULL,NULL,NULL,NULL,15,NULL,NULL,15,30,175,95,N,N,NULL,-99,NULL,28.4,18.9
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/7/10,2,DFUS,juvenile,0,3,NULL,2.7,3.2,4,Y,NULL,41,NULL,44,NULL,NULL,NULL,NULL,15,NULL,NULL,15,30,175,95,N,N,NULL,-99,NULL,28.4,18.9
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/7/10,2,DFUS,adult,1,0,NULL,2.7,3.2,4,Y,NULL,41,NULL,44,NULL,NULL,NULL,NULL,15,NULL,NULL,15,30,175,95,N,N,NULL,-99,NULL,28.4,18.9
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/22/11,1,EBIS,adult,1,0,0,4,3.5,3.5,Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,0,5,10,125,80,105,N,Y,7.4,186,NULL,28,15
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/22/11,1,EBIS,larva,1,1,0,4,3.5,3.5,Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,0,5,10,125,80,105,N,Y,7.4,186,NULL,28,15
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/25/11,2,EBIS,adult,0,1,0,1,2,1.5,Y,9,69,17,NULL,NULL,NULL,NULL,NULL,4,0,5,10,30,53,77,N,N,7.5,248,NULL,28.6,19.1
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/25/11,2,DFUS,juvenile,2,0,0,1,2,1.5,Y,9,69,17,NULL,NULL,NULL,NULL,NULL,4,0,5,10,30,53,77,N,N,7.5,248,NULL,28.6,19.1
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/20/12,1,DFUS,larva,1,0,0,2.5,1.5,4,Y,24,23,5,NULL,8,NULL,NULL,NULL,40,0,15,0,72,96,67,N,N,6.4,349,NULL,29.8,13.8
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/20/12,1,EBIS,larva,0,1,0,2.5,1.5,4,Y,24,23,5,NULL,8,NULL,NULL,NULL,40,0,15,0,72,96,67,N,N,6.4,349,NULL,29.8,13.8
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/26/12,2,DFUS,adult,1,0,0,2,2,3,Y,9,39,13,15,11,NULL,NULL,NULL,13,0,11,4,28,80,45,N,Y,6.6,371,NULL,25.6,14.3
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/26/12,2,EBIS,larva,2,1,0,2,2,3,Y,9,39,13,15,11,NULL,NULL,NULL,13,0,11,4,28,80,45,N,Y,6.6,371,NULL,25.6,14.3
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/5/13,1,DFUS,juvenile,2,1,2,4,4,7.5,Y,13,59,5,NULL,2,NULL,NULL,NULL,21,0,3,12,74,60,79,N,Y,6.1,174,NULL,27.5,18.6
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/5/13,1,DFUS,adult,0,0,2,4,4,7.5,Y,13,59,5,NULL,2,NULL,NULL,NULL,21,0,3,12,74,60,79,N,Y,6.1,174,NULL,27.5,18.6
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,7/5/13,1,EBIS,larva,17,14,8,4,4,7.5,Y,13,59,5,NULL,2,NULL,NULL,NULL,21,0,3,12,74,60,79,N,Y,6.1,174,NULL,27.5,18.6
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,8/2/13,2,EBIS,larva,4,5,8,2.4,2.3,3.3,Y,3,28,42,5,3,NULL,NULL,NULL,19,0,1,14,61,78,38,N,Y,6.4,176,NULL,23.1,18.8
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,8/2/13,2,DFUS,juvenile,1,0,1,2.4,2.3,3.3,Y,3,28,42,5,3,NULL,NULL,NULL,19,0,1,14,61,78,38,N,Y,6.4,176,NULL,23.1,18.8
C & O Canal National Historic Park,COST39-3,38.9869444,-76.7712222,15m,6/18/14,1,EBIS,larva,3,8,6,5,8.9,9.1,Y,8,24,35,13,7,NULL,NULL,NULL,7,5,6,4,67,127,130,N,Y,7.3,158,NULL,24.5,16.4
